battery,temperature,solar_panel,health_status
42.49630902490082,30.903184136520434,36.175677685573156,Warning
95.06469203572026,44.11221788001098,30.490306973371997,Healthy
70.74538762691526,86.46282177937721,14.430898326667444,Critical
60.23490444028393,27.60857542866631,61.48395328179613,Healthy
13.950262139641547,89.73096364564402,54.57376897851537,Critical
13.74926170375106,1.337915656685292,88.18738154516568,Critical
7.107913418634574,76.81313310753455,0.0,Critical
81.80642615240383,81.62348222168842,62.20878044577463,Warning
55.7797144068442,11.254738783349945,74.42314524562138,Healthy
70.86513042072639,37.771701116151036,73.48264935848599,Healthy
1.991523812842951,9.244633218344172,87.44371523474986,Warning
98.02164894731924,66.35728295108129,74.01155886600922,Healthy
88.86994024549233,49.14445225550022,94.82694967273757,Healthy
21.54745317605508,58.2518451374854,36.54095045483908,Critical
19.977013171714447,7.319302165251164,51.89354939429584,Critical
15.413852178499486,15.288653962922915,0.0,Critical
32.72803728650338,-8.440072157289334,0.0,Critical
50.896470567891754,25.6418018010951,23.538379934574415,Warning
43.40876436195485,52.23791700560232,10.522559281210963,Critical
28.796368144596705,85.02596657143226,28.605391873204134,Critical
64.28421217698003,62.79586107325838,17.83388198149006,Critical
10.019456402079186,38.4360185245326,3.0041242454558468,Critical
22.364748949676695,95.78514672292548,91.64380673002212,Critical
35.9958862381054,70.58690169484548,0.05724792254554689,Critical
47.012592192418964,95.78505499364903,73.86886985334198,Critical
78.97440426672387,48.503065362934635,18.592285228986906,Warning
23.66399092807771,18.60756791728076,90.97122950360799,Warning
52.735561863900166,-6.00252243058077,89.18895577863573,Healthy
57.54991189062467,70.74122631102223,65.28935842262416,Healthy
0.0,4.678095986889891,71.11673642143401,Warning
60.042548487558186,22.920657741353132,0.0,Warning
20.13628937550255,49.66102487559679,100.0,Warning
5.329015950526608,51.50079226867356,84.2541147940349,Warning
94.97351451636662,57.406136972762816,87.54796178902592,Healthy
97.82728407037607,10.113290966526558,68.15866851423314,Healthy
77.79385768889667,33.56837026384233,37.56964295187467,Healthy
32.33108460725352,58.12705363514894,85.15436785805261,Warning
14.678576770643506,94.60013880648222,25.873587225377975,Critical
67.90486259553548,68.81559904168212,57.104682762635825,Healthy
40.62805610846323,92.67672792810481,17.006355397679627,Critical
12.004020403411962,78.74095102603992,95.93435135627107,Critical
42.844538685300414,54.407425035099884,13.332754628225901,Critical
4.449561903451688,12.03424596177418,15.232293158813459,Critical
92.28886334082394,62.22331659321763,56.05834401608497,Healthy
30.90490704153838,56.62381816709157,77.49619043223781,Warning
65.67024405769831,54.918977023144585,60.78704517038148,Healthy
32.39656362338051,39.711501525301145,20.66121930837583,Critical
49.422937810623374,50.85909656463581,0.5718000337131982,Warning
53.60174657275273,22.32841747716222,72.88827444906204,Healthy
13.909889242566111,46.59673972985208,100.0,Warning
96.37409391260616,9.374893833932498,85.54154642321049,Healthy
76.59735487555577,76.80042327891704,47.994399710439815,Warning
94.84749345468559,13.188510336335193,90.6458578472686,Healthy
87.61194440176696,-0.25157413209591073,39.00427505199432,Warning
60.04003393403379,36.05627058092391,52.43104687267405,Healthy
91.18728333548869,61.234784080673776,52.630868145190156,Warning
7.854752040293407,36.61788830180537,47.36834944186238,Critical
19.83937321980361,20.355863170486185,78.13015376481995,Warning
4.644297718004836,51.744613597523866,55.448813729451984,Critical
34.81655519348135,31.961406441799113,33.308544192664094,Warning
38.5057998665587,88.78284438193423,27.004649385508447,Critical
26.085247130020583,91.42134072687703,6.716421473717945,Critical
82.33132857993125,44.629764811861456,59.87059912277887,Healthy
33.53134031883595,27.960336397442,25.571795950413556,Critical
27.01371768803806,71.79420177158708,15.297553350541836,Critical
60.36308445504454,-4.780851800632778,64.62061891319746,Healthy
11.354386215388661,42.9147630368318,66.47643714533444,Warning
79.38372907376603,25.13159111916961,73.21356040935372,Healthy
6.292598378168011,93.68147835426704,45.542178306534545,Critical
97.94717882331852,-7.082657190773583,86.66964067995366,Healthy
76.23075900303056,52.64069591246789,90.81171475107624,Healthy
20.709288457080238,74.00109425834319,79.21505839129684,Critical
0.0,44.18732882894845,68.2460808327336,Warning
84.65765726307943,2.3563181261343686,29.899409492457533,Warning
72.58348278368831,97.72603204664252,99.01979283167505,Warning
69.17210204590933,46.543030275321556,28.233575652729613,Warning
70.31980284973737,57.547279054124516,25.028434937570204,Warning
4.473248734984833,15.979388561553572,42.4886550171224,Critical
35.11857347014589,42.14600671756734,5.016490830464662,Critical
19.327781648585297,40.47022181215585,97.53084835185653,Warning
87.94011348248216,-1.168866648774453,62.25296020896678,Healthy
56.90704373521142,1.8671158418872085,59.72752624768089,Healthy
31.020835970562086,82.89852566791808,67.00337944905381,Critical
6.196197719783414,22.339903776199222,53.40109289990631,Critical
31.85928283446051,9.18196148765004,3.7393346988611262,Critical
28.574085621743436,43.85018261408277,60.71331914118921,Healthy
72.55564714987523,71.80104241498243,75.15355995539993,Healthy
61.60282972268969,-3.651081433182301,43.137759088106705,Warning
85.4099985698257,53.93990804686286,73.52296520939655,Healthy
48.00027945629179,2.182503675780914,25.692392748215113,Critical
14.281056114158638,-7.06873800548551,21.502181213557563,Critical
73.84760255318436,-3.9133555288998227,15.14922820058478,Critical
77.80166391509137,80.75383625326914,39.87848908351532,Critical
54.635611157528835,3.5973248534524473,84.43470711637362,Healthy
79.24036727984662,-2.804881221162677,83.95808182302731,Healthy
50.30672295075194,39.52304852532196,40.268239548562775,Warning
52.67510858705545,84.60130860795313,56.563044360206504,Warning
40.91902247074957,21.03675823683665,73.23618334153817,Healthy
1.0512842923849341,36.95404424808821,28.169096778587168,Critical
11.010803507704106,-5.925803470073568,13.944707158255877,Critical
10.46254196962993,37.85413041306995,98.55932598772478,Warning
64.54476856665221,52.75508254281326,59.267328117220984,Healthy
29.60203260088181,51.75240484738214,100.0,Healthy
48.35990078156195,28.030280792421987,36.81131546447222,Healthy
89.28134755464069,25.402214982133295,69.24020297666586,Healthy
31.46110325753469,3.1221138084543703,28.88924961069636,Critical
39.84052236572509,28.02714155888922,29.439893054803147,Critical
78.27572545813572,3.807912544508269,53.310999082370905,Healthy
21.75203181274818,73.47159317531215,33.91364523912553,Critical
8.481544606718185,94.09013946815112,19.71393711167712,Critical
31.350381113402968,95.82975470369414,23.301142977200122,Critical
14.406420175970672,90.12535291646833,4.1586622419695365,Critical
91.046430271799,55.31170269437497,71.59193330388065,Healthy
85.78864703980769,66.44503375388493,48.01125751867848,Warning
66.29415433572973,20.988428933586196,10.818692448784459,Warning
89.51807597484395,59.087505452125356,20.86448221415114,Warning
82.7290365692802,38.55849830678401,8.988146547966682,Warning
20.03573235353678,43.30833354187484,61.09600792647373,Warning
95.30922728852296,75.50661145766404,6.959280473687546,Critical
54.065949097196544,21.639597746655095,70.06726627408923,Healthy
82.47580261800901,22.762026688597214,4.3878884736006505,Warning
85.25639120656729,91.02190521428261,24.86037741507147,Critical
29.325465437412664,-4.918382366596313,89.20940584064908,Warning
7.402735453262555,43.52565176193704,68.89281095770403,Warning
26.615707004742614,93.06899138798941,6.7403227054601995,Critical
35.053158406563384,56.8421652679555,85.40239181606434,Healthy
80.59454652399114,49.92846842559375,49.30597616435886,Healthy
77.09193851765248,21.02714935286793,84.76585399104917,Healthy
0.0,29.51271578043263,60.69656227862961,Warning
49.60188340856097,84.87348830272929,64.4741568180665,Warning
45.89571359626003,55.43025772513394,100.0,Healthy
